StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_3,Amount_lost,Number_of_reports
2025-05-01,New South Wales,In person,25 - 34,Male,Buying and selling scams,$0.00,1
2025-05-01,Queensland,In person,35 - 44,Male,Buying and selling scams,$0.00,1
2025-07-01,Queensland,In person,45 - 54,Female,Buying and selling scams,$0.00,1
2025-04-01,Queensland,In person,Unspecified,Male,Buying and selling scams,$0.00,1
2025-06-01,Queensland,In person,35 - 44,Female,Buying and selling scams,$0.00,3
2025-10-01,Queensland,In person,65 and over,Female,Buying and selling scams,$0.00,1
2025-03-01,Queensland,In person,Unspecified,Male,Buying and selling scams,$0.00,1
2025-01-01,Queensland,In person,65 and over,Male,Buying and selling scams,$0.00,2
2025-03-01,Queensland,In person,45 - 54,Female,Buying and selling scams,$34727.25,3
2025-02-01,Queensland,In person,35 - 44,Male,Buying and selling scams,$2000.00,2
2025-08-01,Queensland,In person,25 - 34,Female,Buying and selling scams,$365.00,2
2025-01-01,Queensland,In person,25 - 34,Male,Buying and selling scams,$100.00,2
2025-02-01,Queensland,In person,45 - 54,Male,Buying and selling scams,$0.00,1
2025-01-01,Queensland,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-11-01,Queensland,In person,55 - 64,Female,Buying and selling scams,$0.00,2
2025-08-01,Queensland,In person,Unspecified,Male,Buying and selling scams,$0.00,1
2025-07-01,Queensland,In person,Unspecified,Female,Buying and selling scams,$0.00,3
2025-11-01,Queensland,In person,65 and over,Female,Buying and selling scams,$5636.30,2
2025-06-01,Queensland,In person,18 - 24,Female,Buying and selling scams,$0.00,1
2025-10-01,Queensland,In person,45 - 54,Female,Buying and selling scams,$0.00,1
2025-08-01,Queensland,In person,18 - 24,Female,Buying and selling scams,$0.00,1
2025-11-01,Queensland,In person,Unspecified,Male,Buying and selling scams,$0.00,1
2025-08-01,Queensland,In person,18 - 24,Male,Buying and selling scams,$705.00,2
2025-09-01,Queensland,In person,55 - 64,Male,Buying and selling scams,$0.00,1
2025-04-01,Queensland,In person,35 - 44,Female,Buying and selling scams,$1400.00,2
2025-07-01,Queensland,In person,45 - 54,Male,Buying and selling scams,$0.00,1
2025-10-01,Queensland,In person,Unspecified,Female,Buying and selling scams,$200.00,2
2025-11-01,Queensland,In person,18 - 24,Male,Buying and selling scams,$279.00,2
2025-06-01,Queensland,In person,Unspecified,Male,Buying and selling scams,$0.00,1
2025-11-01,Queensland,In person,25 - 34,Male,Buying and selling scams,$1771.28,2
2025-05-01,Queensland,In person,45 - 54,Female,Buying and selling scams,$14500.00,4
2025-10-01,Queensland,In person,35 - 44,Female,Buying and selling scams,$2400.00,2
2025-04-01,Queensland,In person,45 - 54,Female,Buying and selling scams,$0.00,1
2025-02-01,Queensland,In person,Unspecified,Female,Buying and selling scams,$3198.00,2
2025-07-01,Queensland,In person,18 - 24,Female,Buying and selling scams,$0.00,1
2025-06-01,Queensland,In person,45 - 54,Male,Buying and selling scams,$5.50,2
2025-08-01,Queensland,In person,Unspecified,Female,Buying and selling scams,$0.00,2
2025-11-01,Queensland,In person,35 - 44,Female,Buying and selling scams,$0.00,1
2025-04-01,Queensland,In person,65 and over,Male,Buying and selling scams,$0.00,2
2025-07-01,Queensland,In person,35 - 44,Female,Buying and selling scams,$660.00,2
2025-10-01,Queensland,In person,35 - 44,Male,Buying and selling scams,$0.00,1
2025-09-01,Queensland,In person,35 - 44,Male,Buying and selling scams,$20940.00,3
2025-08-01,Queensland,In person,45 - 54,Female,Buying and selling scams,$15000.00,4
2025-01-01,Queensland,In person,55 - 64,Male,Buying and selling scams,$0.00,1
2025-03-01,Queensland,In person,Unspecified,Female,Buying and selling scams,$0.00,2
2025-04-01,Queensland,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-08-01,Queensland,In person,25 - 34,Male,Buying and selling scams,$387.00,2
2025-05-01,Queensland,In person,65 and over,Male,Buying and selling scams,$0.00,1
2025-10-01,Queensland,In person,Under 18,Male,Buying and selling scams,$0.00,1
2025-09-01,Queensland,In person,18 - 24,Female,Buying and selling scams,$0.00,1
2025-05-01,Queensland,In person,65 and over,Female,Buying and selling scams,$4600.00,2
2025-06-01,Western Australia,In person,65 and over,Female,Buying and selling scams,$0.00,1
2025-08-01,Western Australia,In person,25 - 34,Female,Buying and selling scams,$0.00,1
2025-06-01,Australian Capital Territory,In person,65 and over,Female,Buying and selling scams,$0.00,1
2025-11-01,Outside of Australia,In person,35 - 44,Male,Buying and selling scams,$0.00,1
2025-09-01,Western Australia,In person,65 and over,Male,Buying and selling scams,$832.70,2
2025-02-01,South Australia,In person,25 - 34,Male,Buying and selling scams,$400.00,2
2025-09-01,Tasmania,In person,35 - 44,Female,Buying and selling scams,$0.00,1
2025-10-01,Tasmania,In person,25 - 34,Female,Buying and selling scams,$0.00,1
2025-01-01,Western Australia,In person,65 and over,Male,Buying and selling scams,$0.00,1
2025-11-01,Outside of Australia,In person,18 - 24,Female,Buying and selling scams,$0.00,5
2025-09-01,South Australia,In person,65 and over,Male,Buying and selling scams,$0.00,1
2025-06-01,Outside of Australia,In person,18 - 24,Male,Buying and selling scams,$0.00,1
2025-05-01,Tasmania,In person,45 - 54,Female,Buying and selling scams,$0.00,1
2025-06-01,Outside of Australia,In person,65 and over,Female,Buying and selling scams,$0.00,1
2025-10-01,Australian Capital Territory,In person,65 and over,Female,Buying and selling scams,$0.00,1
2025-08-01,South Australia,In person,25 - 34,Male,Buying and selling scams,$0.00,4
2025-05-01,South Australia,In person,18 - 24,Male,Buying and selling scams,$0.00,1
2025-09-01,Western Australia,In person,55 - 64,Male,Buying and selling scams,$0.00,1
2025-03-01,Western Australia,In person,55 - 64,Male,Buying and selling scams,$0.00,10
2025-04-01,Western Australia,In person,55 - 64,Female,Buying and selling scams,$0.00,1
2025-11-01,Western Australia,In person,55 - 64,Male,Buying and selling scams,$0.00,1
2025-02-01,Australian Capital Territory,In person,25 - 34,Female,Buying and selling scams,$0.00,1
2025-08-01,Tasmania,In person,25 - 34,Male,Buying and selling scams,$0.00,1
2025-07-01,Outside of Australia,In person,25 - 34,Female,Buying and selling scams,$0.00,1
2025-03-01,South Australia,In person,45 - 54,Female,Buying and selling scams,$0.00,1
2025-06-01,South Australia,In person,25 - 34,Male,Buying and selling scams,$0.00,1
2025-09-01,South Australia,In person,55 - 64,Female,Buying and selling scams,$0.00,1
2025-02-01,Western Australia,In person,25 - 34,Male,Buying and selling scams,$0.00,2
2025-01-01,Australian Capital Territory,In person,25 - 34,Female,Buying and selling scams,$0.00,1
2025-06-01,Western Australia,In person,45 - 54,Female,Buying and selling scams,$0.00,1
2025-01-01,Outside of Australia,In person,45 - 54,Female,Buying and selling scams,$0.00,1
2025-09-01,Tasmania,In person,Under 18,Male,Buying and selling scams,$0.00,1
2025-08-01,Outside of Australia,In person,18 - 24,Male,Buying and selling scams,$0.00,1
2025-08-01,Western Australia,In person,45 - 54,Female,Buying and selling scams,$0.00,1
2025-07-01,Western Australia,In person,35 - 44,Female,Buying and selling scams,$0.00,1
2025-06-01,Australian Capital Territory,In person,25 - 34,Male,Buying and selling scams,$0.00,1
2025-05-01,Outside of Australia,In person,45 - 54,Male,Buying and selling scams,$3500.00,2
2025-10-01,South Australia,In person,35 - 44,Female,Buying and selling scams,$0.00,2
2025-03-01,South Australia,In person,25 - 34,Male,Buying and selling scams,$1150.00,2
2025-09-01,South Australia,In person,65 and over,Female,Buying and selling scams,$0.00,1
2025-01-01,Western Australia,In person,55 - 64,Male,Buying and selling scams,$0.00,2
2025-07-01,Australian Capital Territory,In person,18 - 24,Male,Buying and selling scams,$0.00,1
2025-11-01,Australian Capital Territory,In person,35 - 44,Male,Buying and selling scams,$0.00,1
2025-10-01,South Australia,In person,35 - 44,Male,Buying and selling scams,$1500.00,2
2025-10-01,Northern Territory,In person,18 - 24,Male,Buying and selling scams,$0.00,1
2025-02-01,Western Australia,In person,55 - 64,Male,Buying and selling scams,$0.00,2
2025-01-01,South Australia,In person,25 - 34,Male,Buying and selling scams,$0.00,1
2025-05-01,Outside of Australia,In person,18 - 24,Male,Buying and selling scams,$0.00,1
2025-07-01,South Australia,In person,35 - 44,Female,Buying and selling scams,$0.00,1
2025-08-01,Western Australia,In person,25 - 34,Male,Buying and selling scams,$0.00,1
2025-05-01,Western Australia,In person,55 - 64,Male,Buying and selling scams,$6851.00,2
2025-07-01,Northern Territory,In person,25 - 34,Male,Buying and selling scams,$0.00,1
2025-10-01,Western Australia,In person,25 - 34,Male,Buying and selling scams,$0.00,1
2025-04-01,Western Australia,In person,55 - 64,Male,Buying and selling scams,$0.00,1
2025-07-01,Outside of Australia,In person,45 - 54,Female,Buying and selling scams,$0.00,1
2025-05-01,Western Australia,In person,45 - 54,Male,Buying and selling scams,$0.00,1
2025-05-01,South Australia,In person,55 - 64,Male,Buying and selling scams,$0.00,1
2025-09-01,Outside of Australia,In person,25 - 34,Male,Buying and selling scams,$0.00,1
2025-05-01,Western Australia,In person,65 and over,Male,Buying and selling scams,$0.00,1
2025-08-01,Western Australia,In person,45 - 54,Male,Buying and selling scams,$0.00,1
2025-06-01,Australian Capital Territory,In person,55 - 64,Female,Buying and selling scams,$0.00,1
2025-11-01,Tasmania,In person,65 and over,Female,Buying and selling scams,$0.00,1
2025-01-01,South Australia,In person,45 - 54,Male,Buying and selling scams,$0.00,1
2025-05-01,Northern Territory,In person,45 - 54,Male,Buying and selling scams,$0.00,1
2025-01-01,Unspecified,In person,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$350.00,5
2025-02-01,Unspecified,In person,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$800.00,15
2025-01-01,Outside of Australia,In person,Unspecified,Female,Buying and selling scams,$0.00,2
2025-10-01,Western Australia,In person,Unspecified,Male,Buying and selling scams,$0.00,1
2025-05-01,Unspecified,In person,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$534.17,12
2025-03-01,Australian Capital Territory,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-04-01,Unspecified,In person,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,3
2025-01-01,Western Australia,In person,Unspecified,Male,Buying and selling scams,$0.00,2
2025-07-01,Unspecified,In person,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-02-01,Australian Capital Territory,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-03-01,South Australia,In person,Unspecified,Male,Buying and selling scams,$0.00,1
2025-08-01,Western Australia,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-03-01,Western Australia,In person,Unspecified,Male,Buying and selling scams,$1400.00,2
2025-11-01,Australian Capital Territory,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-06-01,Western Australia,In person,Unspecified,Male,Buying and selling scams,$0.00,2
2025-03-01,Tasmania,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-09-01,South Australia,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-09-01,Australian Capital Territory,In person,Unspecified,Male,Buying and selling scams,$0.00,1
2025-08-01,Outside of Australia,In person,Unspecified,Male,Buying and selling scams,$0.00,1
2025-11-01,Tasmania,In person,Unspecified,Female,Buying and selling scams,$50.00,2
2025-09-01,Outside of Australia,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-03-01,South Australia,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-06-01,Unspecified,In person,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$80.00,4
2025-04-01,Western Australia,In person,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-10-01,Australian Capital Territory,In person,Unspecified,Male,Buying and selling scams,$0.00,1
2025-06-01,South Australia,In person,Unspecified,Male,Buying and selling scams,$0.00,1
2025-11-01,Outside of Australia,In person,Unspecified,Male,Buying and selling scams,$0.00,1
2025-01-01,Western Australia,In person,Unspecified,Female,Buying and selling scams,$0.00,1
2025-03-01,Unspecified,In person,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-08-01,South Australia,In person,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-06-01,Australian Capital Territory,Mail,65 and over,Female,Another type of scam,$0.00,1
2025-11-01,Australian Capital Territory,Mail,65 and over,Male,Another type of scam,$0.00,1
2025-03-01,South Australia,Mail,Unspecified,Female,Another type of scam,$0.00,1
2025-04-01,Unspecified,Mail,Unspecified,X (Indeterminate/Intersex/Unspecified),Another type of scam,$0.00,4
2025-02-01,Western Australia,Mail,35 - 44,Female,Another type of scam,$0.00,1
2025-03-01,Australian Capital Territory,Mail,45 - 54,Male,Another type of scam,$0.00,1
2025-10-01,Western Australia,Mail,65 and over,Male,Another type of scam,$0.00,1
2025-05-01,South Australia,Mail,65 and over,Male,Another type of scam,$0.00,1
2025-09-01,Western Australia,Mail,65 and over,Male,Another type of scam,$0.00,1
2025-06-01,Western Australia,Mail,45 - 54,Male,Another type of scam,$0.00,1
2025-01-01,South Australia,Mail,25 - 34,Female,Another type of scam,$0.00,1
2025-02-01,Australian Capital Territory,Mail,65 and over,Male,Another type of scam,$0.00,1
2025-06-01,Australian Capital Territory,Mail,Unspecified,Male,Another type of scam,$0.00,1
2025-05-01,Outside of Australia,Mail,Unspecified,Male,Another type of scam,$0.00,2
2025-03-01,Australian Capital Territory,Mail,45 - 54,Female,Another type of scam,$0.00,1
2025-10-01,Australian Capital Territory,Mail,35 - 44,Male,Another type of scam,$0.00,1
2025-06-01,Unspecified,Mail,Unspecified,X (Indeterminate/Intersex/Unspecified),Another type of scam,$0.00,4
2025-06-01,South Australia,Mail,Unspecified,Female,Another type of scam,$0.00,1
2025-05-01,South Australia,Mail,Unspecified,Male,Another type of scam,$0.00,1
2025-09-01,South Australia,Mail,Unspecified,Female,Another type of scam,$0.00,1
2025-08-01,South Australia,Mail,65 and over,Female,Another type of scam,$0.00,1
2025-07-01,South Australia,Mail,Unspecified,Male,Another type of scam,$0.00,2
2025-10-01,South Australia,Mail,Unspecified,Female,Another type of scam,$0.00,1
2025-07-01,Outside of Australia,Mail,18 - 24,Male,Another type of scam,$0.00,1
2025-10-01,Australian Capital Territory,Mail,25 - 34,Male,Another type of scam,$0.00,1
2025-08-01,Australian Capital Territory,Mail,35 - 44,Male,Another type of scam,$0.00,1
2025-08-01,Australian Capital Territory,Mail,65 and over,Male,Another type of scam,$0.00,1
2025-08-01,Western Australia,Mail,25 - 34,Female,Another type of scam,$0.00,2
2025-05-01,Outside of Australia,Mail,25 - 34,Male,Another type of scam,$0.00,1
2025-11-01,Western Australia,Mail,35 - 44,Male,Another type of scam,$0.00,1
2025-02-01,Unspecified,Mail,Unspecified,X (Indeterminate/Intersex/Unspecified),Another type of scam,$0.00,1
2025-07-01,South Australia,Mail,Unspecified,Female,Another type of scam,$0.00,1
2025-02-01,Western Australia,Mail,65 and over,Female,Another type of scam,$0.00,1
2025-05-01,South Australia,Mail,35 - 44,Female,Another type of scam,$0.00,1
2025-02-01,Tasmania,Mail,Unspecified,X (Indeterminate/Intersex/Unspecified),Another type of scam,$0.00,1
2025-05-01,Western Australia,Mail,Unspecified,Male,Another type of scam,$0.00,1
2025-01-01,Western Australia,Mail,Unspecified,X (Indeterminate/Intersex/Unspecified),Another type of scam,$0.00,1
2025-01-01,Australian Capital Territory,Mail,25 - 34,Female,Another type of scam,$0.00,1
2025-10-01,Tasmania,Mail,45 - 54,Female,Another type of scam,$0.00,1
2025-09-01,Western Australia,Mail,35 - 44,Male,Another type of scam,$0.00,1
2025-03-01,Western Australia,Mail,25 - 34,Male,Another type of scam,$0.00,1
2025-05-01,Unspecified,Mail,Unspecified,X (Indeterminate/Intersex/Unspecified),Another type of scam,$0.00,2
2025-07-01,Outside of Australia,Mail,45 - 54,X (Indeterminate/Intersex/Unspecified),Another type of scam,$0.00,1
2025-10-01,Western Australia,Mail,25 - 34,Male,Another type of scam,$0.00,1
2025-01-01,Tasmania,Mail,35 - 44,Female,Another type of scam,$0.00,1
2025-05-01,Western Australia,Mail,65 and over,Female,Another type of scam,$0.00,2
2025-09-01,South Australia,Mail,25 - 34,Female,Another type of scam,$0.00,1
2025-07-01,Western Australia,Mail,35 - 44,Male,Another type of scam,$0.00,1
2025-07-01,Western Australia,Mail,45 - 54,Female,Another type of scam,$0.00,1
2025-08-01,Australian Capital Territory,Mail,25 - 34,Female,Another type of scam,$0.00,1
2025-01-01,Australian Capital Territory,Mail,35 - 44,Female,Another type of scam,$0.00,1
2025-07-01,Western Australia,Mail,65 and over,Male,Another type of scam,$0.00,1
2025-08-01,Western Australia,Mail,Unspecified,Female,Another type of scam,$0.00,1
2025-09-01,South Australia,Mail,45 - 54,Female,Another type of scam,$0.00,1
2025-08-01,Australian Capital Territory,Mail,Unspecified,Female,Another type of scam,$0.00,1
2025-06-01,Western Australia,Mail,25 - 34,Male,Another type of scam,$0.00,1
2025-03-01,South Australia,Mail,Unspecified,Male,Another type of scam,$0.00,1
2025-06-01,South Australia,Mail,45 - 54,Female,Another type of scam,$0.00,1
2025-03-01,Unspecified,Mail,Unspecified,X (Indeterminate/Intersex/Unspecified),Another type of scam,$0.00,2
2025-04-01,Western Australia,Mail,65 and over,Female,Another type of scam,$0.00,1
2025-02-01,South Australia,Mail,45 - 54,Female,Another type of scam,$0.00,2
2025-07-01,Western Australia,Mail,Unspecified,Female,Another type of scam,$0.00,2
